ISO3,Country,Group,Share_2024_pct,Share_2050_pct,Change_pp,Pop_2024,Pop_2050,Rank,Anchor
USA,USA,Asian,6.0,6.41,0.41,20725594,24393770,4,False
USA,USA,Multiracial,3.4,3.36,-0.04,11744503,12800213,5,False
USA,USA,Native American,1.1,1.16,0.06,3799692,4429475,6,False
USA,USA,Other,0.4,0.4,-0.0,1381706,1505907,7,False
USA,USA,Native Hawaiian / Pacific,0.2,0.2,-0.0,690853,752954,8,False
UZB,Uzbekistan,Uzbek,83.8,84.32,0.52,30471238,44025060,1,True
UZB,Uzbekistan,Tajik,4.8,4.68,-0.12,1745369,2444890,2,False
UZB,Uzbekistan,Other,4.4,4.29,-0.11,1599922,2241149,3,False
UZB,Uzbekistan,Kazakh,2.5,2.44,-0.06,909046,1273380,4,False
UZB,Uzbekistan,Russian,2.3,2.12,-0.18,836323,1105698,5,False
UZB,Uzbekistan,Karakalpak,2.2,2.15,-0.05,799961,1120574,6,False
VCT,St. Vincent & Grenadines,Black,66.0,67.02,1.02,66416,59612,1,True
VCT,St. Vincent & Grenadines,Mixed,19.0,18.55,-0.45,19120,16503,2,False
VCT,St. Vincent & Grenadines,East Indian,6.0,5.86,-0.14,6038,5211,3,False
VCT,St. Vincent & Grenadines,Other,5.0,4.88,-0.12,5032,4343,4,False
VCT,St. Vincent & Grenadines,European,4.0,3.69,-0.31,4025,3279,5,False
VEN,Venezuela,Mixed,50.0,54.03,4.03,14202772,16801355,1,True
VEN,Venezuela,White,42.0,38.1,-3.9,11930328,11848298,2,False
VEN,Venezuela,Black,2.8,2.69,-0.11,795355,836901,3,False
VEN,Venezuela,Indigenous,2.6,2.67,0.07,738544,831210,4,False
VEN,Venezuela,Other,2.6,2.5,-0.1,738544,777123,5,False
VNM,Vietnam,Kinh (Viet),85.3,85.11,-0.19,86142495,93625934,1,True
VNM,Vietnam,Other,4.8,4.65,-0.15,4847409,5110020,2,False
VNM,Vietnam,Tay,1.9,1.97,0.07,1918766,2163497,3,False
VNM,Vietnam,Thai,1.9,1.97,0.07,1918766,2163497,4,False
VNM,Vietnam,Muong,1.5,1.55,0.05,1514815,1708024,5,False
VNM,Vietnam,Khmer Krom,1.4,1.45,0.05,1413828,1594156,6,False
VNM,Vietnam,Hmong,1.4,1.45,0.05,1413828,1594156,7,False
VNM,Vietnam,Nung,1.0,1.04,0.04,1009877,1138683,8,False
VNM,Vietnam,Dao,0.8,0.83,0.03,807901,910946,9,False
VUT,Vanuatu,Ni-Vanuatu,97.6,97.48,-0.12,319919,520922,1,True
VUT,Vanuatu,Other (incl. Asian/European),2.4,2.52,0.12,7867,13469,2,False
WSM,Samoa,Samoan,96.0,95.8,-0.2,209310,261286,1,True
WSM,Samoa,Other,4.0,4.2,0.2,8721,11442,2,False
YEM,Yemen,Arab,95.0,95.31,0.31,38554014,67647280,1,True
YEM,Yemen,Other (incl. Ethiopian/Mahra),3.0,2.74,-0.26,1217495,1943373,2,False
YEM,Yemen,Somali (refugee/descendant),2.0,1.95,-0.05,811663,1385754,3,False
ZAF,South Africa,Black African,81.4,82.2,0.8,52101850,65087710,1,True
ZAF,South Africa,Colored (Mixed),8.2,8.02,-0.18,5248589,6351594,2,False
ZAF,South Africa,White (Afrikaner/English),7.3,6.74,-0.56,4672525,5336816,3,False
ZAF,South Africa,Indian/Asian,2.7,2.64,-0.06,1728194,2091378,4,False
ZAF,South Africa,Other,0.4,0.39,-0.01,256029,309834,5,False
ZMB,Zambia,Other,27.9,29.75,1.85,5946874,11330322,1,True
ZMB,Zambia,Bemba,21.0,20.46,-0.54,4476142,7792154,2,False
ZMB,Zambia,Tonga,13.6,13.25,-0.35,2898835,5046347,3,False
ZMB,Zambia,Chewa,7.4,7.21,-0.19,1577307,2745807,4,False
ZMB,Zambia,Lozi,5.5,5.36,-0.14,1172323,2040802,5,False
ZMB,Zambia,Nsenga,5.3,5.16,-0.14,1129693,1966591,6,False
ZMB,Zambia,Tumbuka,4.4,4.29,-0.11,937858,1632642,7,False
ZMB,Zambia,Ngoni,4.0,3.9,-0.1,852598,1484220,8,False
ZMB,Zambia,Lala,3.1,3.02,-0.08,660764,1150270,9,False
ZMB,Zambia,Kaonde,2.9,2.83,-0.07,618134,1076059,10,False
ZMB,Zambia,Lunda,2.7,2.63,-0.07,575504,1001848,11,False
ZMB,Zambia,Luvale,2.2,2.14,-0.06,468929,816321,12,False
ZWE,Zimbabwe,Shona,70.0,70.79,0.79,11644056,18309710,1,True
ZWE,Zimbabwe,Ndebele,20.0,19.49,-0.51,3326873,5041561,2,False
ZWE,Zimbabwe,Other Black African,4.9,4.78,-0.12,815084,1235182,3,False
ZWE,Zimbabwe,Kalanga,3.0,2.92,-0.08,499031,756234,4,False
ZWE,Zimbabwe,Tonga,1.5,1.46,-0.04,249515,378117,5,False
ZWE,Zimbabwe,White,0.4,0.37,-0.03,66537,95167,6,False
ZWE,Zimbabwe,Other,0.2,0.19,-0.01,33269,50416,7,False
