City,Country,ISO3,Country_Alpha2,Continent,Latitude,Longitude,GeoNames_Population,Is_Capital,City_Rank_In_Selected_Country,Matched_Subdivision,City_HDI_2025,City_HDI_2050,City_HDI_Change,National_HDI_2025,National_HDI_2050,Urban_Premium_2025,Urban_Premium_2050,Projection_Method,Confidence,Data_Status,GeoNames_ID
Tokyo,Japan,JPN,JP,Asia/Pacific,35.6895,139.69171,9733276,True,1,"Southern-Kanto (Saitama, Chiba, Tokyo, Kanagawa, Yamanashi, Nagano)",0.962061,0.937041,-0.02502,0.925,0.9078,0.004189,0.003435,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1850147
Yokohama,Japan,JPN,JP,Asia/Pacific,35.43333,139.65,3777491,False,2,"Southern-Kanto (Saitama, Chiba, Tokyo, Kanagawa, Yamanashi, Nagano)",0.96108,0.936236,-0.024843,0.925,0.9078,0.003208,0.00263,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1848354
Birmingham,UK,GBR,GB,Europe,52.48142,-1.89983,1157603,False,2,West Midlands,0.939499,0.93596,-0.003539,0.946,0.9442,0.002717,0.002228,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2655603
Vienna,Austria,AUT,AT,Europe,48.20849,16.37208,1691468,True,1,State of Vienna,0.933462,0.935016,0.001554,0.93,0.9328,0.003462,0.002216,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2761369
Montreal,Canada,CAN,CA,America,45.50884,-73.58781,1762949,False,3,Quebec,0.932189,0.934346,0.002157,0.939,0.9418,0.002747,0.001758,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,6077243
Graz,Austria,AUT,AT,Europe,47.06733,15.44197,303270,False,2,Styria,0.93216,0.934183,0.002022,0.93,0.9328,0.00216,0.001383,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2778067
Linz,Austria,AUT,AT,Europe,48.30639,14.28611,204846,False,3,Upper Austria,0.931854,0.933986,0.002133,0.93,0.9328,0.001854,0.001186,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2772400
Favoriten,Austria,AUT,AT,Europe,48.16116,16.38233,201882,False,4,State of Vienna,0.931704,0.93389,0.002187,0.93,0.9328,0.001704,0.00109,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,8063098
Donaustadt,Austria,AUT,AT,Europe,48.2333,16.46002,187007,False,5,State of Vienna,0.931528,0.933778,0.00225,0.93,0.9328,0.001528,0.000978,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,11903636
Kampung Baru Subang,Malaysia,MYS,MY,Asia/Pacific,3.15,101.53333,833571,False,3,Selangor,0.870389,0.933522,0.063133,0.819,0.8951,0.003145,0.002013,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1771023
Petaling Jaya,Malaysia,MYS,MY,Asia/Pacific,3.10726,101.60671,807879,False,4,Selangor,0.870186,0.933392,0.063206,0.819,0.8951,0.002942,0.001883,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1735158
Ljubljana,Slovenia,SVN,SI,Europe,46.05108,14.50513,272220,True,1,Ljubljana,0.933704,0.93273,-0.000973,0.931,0.931,0.002704,0.00173,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3196359
Maribor,Slovenia,SVN,SI,Europe,46.55583,15.64593,96209,False,2,Urban Municipality of Maribor,0.932684,0.932078,-0.000606,0.931,0.931,0.001684,0.001078,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3195506
Sheffield,UK,GBR,GB,Europe,53.38297,-1.4659,556500,False,5,Yorkshire and The Humber,0.934763,0.931916,-0.002846,0.946,0.9442,0.001981,0.001624,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2638077
Celje,Slovenia,SVN,SI,Europe,46.23092,15.26044,38059,False,3,Urban Municipality of Celje,0.932268,0.931812,-0.000456,0.931,0.931,0.001268,0.000812,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3202781
Kranj,Slovenia,SVN,SI,Europe,46.23887,14.35561,37966,False,4,Urban Municipality of Kranj,0.932124,0.931719,-0.000405,0.931,0.931,0.001124,0.000719,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3197378
Koper,Slovenia,SVN,SI,Europe,45.5482,13.72963,25753,False,5,Urban Municipality of Koper,0.93198,0.931627,-0.000353,0.931,0.931,0.00098,0.000627,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3197753
Valletta,Malta,MLT,MT,,35.89968,14.5148,6794,True,1,Valletta,0.926,0.93148,0.00548,0.924,0.9302,0.002,0.00128,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2562305
San Pawl il-Bahar,Malta,MLT,MT,,35.95064,14.41561,32042,False,2,Saint Paul's Bay,0.925412,0.931104,0.005692,0.924,0.9302,0.001412,0.000904,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2562541
Birkirkara,Malta,MLT,MT,,35.89706,14.46115,24356,False,3,Birkirkara,0.925268,0.931012,0.005744,0.924,0.9302,0.001268,0.000812,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2563191
Mosta,Malta,MLT,MT,,35.90942,14.42566,23482,False,4,Il-Mosta,0.925124,0.930919,0.005795,0.924,0.9302,0.001124,0.000719,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2562704
Qormi,Malta,MLT,MT,,35.87601,14.472,16801,False,6,Qormi,0.92498,0.930827,0.005847,0.924,0.9302,0.00098,0.000627,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2562629
Sliema,Malta,MLT,MT,,35.91247,14.50175,22591,False,5,Tas-Sliema,0.92498,0.930827,0.005847,0.924,0.9302,0.00098,0.000627,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2562501
Jerusalem,Israel,ISR,IL,,31.76904,35.21633,971800,True,1,Jerusalem,0.922232,0.930468,0.008236,0.919,0.9284,0.003232,0.002068,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,281184
Luxembourg,Luxembourg,LUX,LU,,49.60982,6.13268,76684,True,1,Luxembourg,0.924178,0.930194,0.006016,0.922,0.9288,0.002178,0.001394,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2960316
Tel Aviv,Israel,ISR,IL,,32.08088,34.78057,432892,False,2,Tel Aviv,0.921308,0.929877,0.008569,0.919,0.9284,0.002308,0.001477,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,293397
West Jerusalem,Israel,ISR,IL,,31.78199,35.21961,400000,False,3,Jerusalem,0.921131,0.929764,0.008633,0.919,0.9284,0.002131,0.001364,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,7498240
Esch-sur-Alzette,Luxembourg,LUX,LU,,49.49583,5.98056,36625,False,2,Esch-sur-Alzette,0.923412,0.929704,0.006292,0.922,0.9288,0.001412,0.000904,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2960596
Dudelange,Luxembourg,LUX,LU,,49.48056,6.0875,18013,False,3,Esch-sur-Alzette,0.923268,0.929612,0.006344,0.922,0.9288,0.001268,0.000812,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2960634
Haifa,Israel,ISR,IL,,32.81303,34.99928,285316,False,4,Haifa,0.920847,0.929582,0.008735,0.919,0.9284,0.001847,0.001182,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,294801
Rishon LeTsiyyon,Israel,ISR,IL,,31.97102,34.78939,258535,False,5,Central District,0.920662,0.929464,0.008802,0.919,0.9284,0.001662,0.001064,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,293703
Colon,Panama,PAN,PA,America,9.36025,-79.90019,78000,False,5,Colon,0.90346,0.929056,0.025595,0.839,0.8825,0.001232,0.000789,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3712076
Seoul,South Korea,KOR,KR,Asia/Pacific,37.566,126.9784,10349312,True,1,Seoul,0.9412,0.927844,-0.013356,0.937,0.9244,0.0042,0.003444,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1835848
San Marino,San Marino,SMR,SM,,43.93667,12.44639,4500,True,1,San Marino,0.917,0.92728,0.01028,0.915,0.926,0.002,0.00128,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3168070
Busan,South Korea,KOR,KR,Asia/Pacific,35.10168,129.03004,3285147,False,2,Busan,0.94015,0.926983,-0.013167,0.937,0.9244,0.00315,0.002583,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1838524
Incheon,South Korea,KOR,KR,Asia/Pacific,37.45646,126.70515,3015482,False,3,Incheon,0.93997,0.926836,-0.013135,0.937,0.9244,0.00297,0.002436,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1843564
Daegu,South Korea,KOR,KR,Asia/Pacific,35.87028,128.59111,2365523,False,4,Daegu,0.939725,0.926635,-0.013091,0.937,0.9244,0.002725,0.002235,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1835329
Daejeon,South Korea,KOR,KR,Asia/Pacific,36.34913,127.38493,1441203,False,5,Daejeon,0.939376,0.926348,-0.013028,0.937,0.9244,0.002376,0.001948,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,1835235
Andorra la Vella,Andorra,AND,AD,,42.50779,1.52109,20430,True,1,Andorra la Vella,0.915,0.92558,0.01058,0.913,0.9243,0.002,0.00128,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3041563
les Escaldes,Andorra,AND,AD,,42.50729,1.53414,15853,False,2,Escaldes-Engordany,0.914412,0.925204,0.010792,0.913,0.9243,0.001412,0.000904,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3040051
Liege,Belgium,BEL,BE,Europe,50.63373,5.56749,195278,False,5,Prov. Liege,0.924067,0.923709,-0.000357,0.951,0.9489,0.001546,0.001267,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,2792413
Rome,Italy,ITA,IT,Europe,41.89193,12.51133,2318895,True,1,Lazio,0.941058,0.923054,-0.018004,0.915,0.9032,0.003593,0.002946,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3169070
Kaunas,Lithuania,LTU,LT,Europe,54.90156,23.90909,289380,False,2,Kaunas County,0.918268,0.922862,0.004594,0.895,0.9081,0.002141,0.00137,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,598316
Nicosia,Cyprus,CYP,CY,,35.17284,33.35397,200452,True,1,Nicosia,0.915577,0.921849,0.006272,0.913,0.9202,0.002577,0.001649,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,146268
Toulouse,France,FRA,FR,Europe,43.60426,1.44367,511684,False,4,Occitanie,0.92209,0.921637,-0.000452,0.92,0.9203,0.00209,0.001337,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2972315
Zaragoza,Spain,ESP,ES,Europe,41.65606,-0.87734,686986,False,4,Aragon,0.930183,0.921629,-0.008554,0.918,0.9141,0.002212,0.001814,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3104324
Limassol,Cyprus,CYP,CY,,34.68406,33.03794,154000,False,2,Limassol,0.914879,0.921403,0.006524,0.913,0.9202,0.001879,0.001203,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,146384
Larnaca,Cyprus,CYP,CY,,34.9221,33.62794,72000,False,3,Larnaka,0.914419,0.921108,0.006689,0.913,0.9202,0.001419,0.000908,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,146400
Strovolos,Cyprus,CYP,CY,,35.14867,33.33384,67904,False,4,Nicosia,0.914251,0.921001,0.00675,0.913,0.9202,0.001251,0.000801,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,146054
Famagusta,Cyprus,CYP,CY,,35.12489,33.94135,42526,False,5,Ammochostos,0.91398,0.920827,0.006847,0.913,0.9202,0.00098,0.000627,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,146617
David,Panama,PAN,PA,America,8.42729,-82.43085,82907,False,4,Chiriqui,0.89364,0.920735,0.027096,0.839,0.8825,0.001412,0.000903,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3711668
Antofagasta,Chile,CHL,CL,America,-23.65094,-70.39752,401096,False,4,Antofagasta,0.909797,0.920621,0.010824,0.878,0.8974,0.001989,0.001273,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3899539
Manama,Bahrain,BHR,BH,,26.22787,50.58565,147074,True,1,Manama,0.901448,0.919567,0.018119,0.899,0.918,0.002448,0.001567,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,290340
Brno,Czechia,CZE,CZ,Europe,49.19522,16.60796,379466,False,2,South Moravian,0.917254,0.919442,0.002189,0.915,0.918,0.002254,0.001442,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3078610
Ostrava,Czechia,CZE,CZ,Europe,49.83465,18.28204,279791,False,3,Moravian-Silesian Region,0.916983,0.919269,0.002286,0.915,0.918,0.001983,0.001269,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3068799
Al Muharraq,Bahrain,BHR,BH,,26.25722,50.61194,176583,False,2,Muharraq,0.900936,0.919239,0.018303,0.899,0.918,0.001936,0.001239,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,290332
Madinat Hamad,Bahrain,BHR,BH,,26.11528,50.50694,133550,False,3,Northern,0.900676,0.919073,0.018397,0.899,0.918,0.001676,0.001073,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,290247
Pilsen,Czechia,CZE,CZ,Europe,49.74747,13.37759,168733,False,4,Plzen Region,0.916629,0.919043,0.002414,0.915,0.918,0.001629,0.001043,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3068160
Ar Rifa',Bahrain,BHR,BH,,26.13,50.555,115495,False,4,Southern Governorate,0.900472,0.918942,0.01847,0.899,0.918,0.001472,0.000942,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,385038
Liberec,Czechia,CZE,CZ,Europe,50.76711,15.05619,102951,False,5,Liberec Region,0.91628,0.918819,0.002539,0.915,0.918,0.00128,0.000819,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3071961
Sitrah,Bahrain,BHR,BH,,26.15472,50.62056,72601,False,5,Manama,0.900135,0.918726,0.018591,0.899,0.918,0.001135,0.000726,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,290104
Jakarta,Indonesia,IDN,ID,Asia/Pacific,-6.21462,106.84513,8540121,True,1,DKI Jakarta,0.789837,0.917872,0.128035,0.728,0.8724,0.009711,0.006215,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1642911
Klaipeda,Lithuania,LTU,LT,Europe,55.7068,21.13912,172292,False,3,Klaipeda County,0.911909,0.917502,0.005594,0.895,0.9081,0.001782,0.00114,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,598098
Barcelona,Spain,ESP,ES,Europe,41.38879,2.15899,1686208,False,2,Catalonia,0.920873,0.916456,-0.004417,0.918,0.9141,0.002873,0.002356,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,3128760
Sevilla,Spain,ESP,ES,Europe,37.38283,-5.97317,686741,False,5,Andalusia,0.920068,0.915796,-0.004272,0.918,0.9141,0.002068,0.001696,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,2510911
Osaka,Japan,JPN,JP,Asia/Pacific,34.69379,135.50107,2753862,False,3,"Kansai region (Shiga, Kyoto, Osaka, Hyogo, Nara, Wakayama)",0.936805,0.915371,-0.021434,0.925,0.9078,0.002933,0.002405,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1853909
Vina del Mar,Chile,CHL,CL,America,-33.02457,-71.55183,334248,False,5,Valparaiso (former Aconcagua),0.903577,0.915364,0.011787,0.878,0.8974,0.001769,0.001132,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3868121
Tbilisi,Georgia,GEO,GE,Asia/Pacific,41.69143,44.83412,1049498,True,1,Tbilisi,0.891749,0.913661,0.021912,0.844,0.8771,0.003264,0.002089,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,611717
Nagoya,Japan,JPN,JP,Asia/Pacific,35.18147,136.90641,2332176,False,4,"Toukai (Gifu, Shizuoka, Aichi, Mie)",0.934592,0.913476,-0.021116,0.925,0.9078,0.00272,0.00223,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1856057
Delhi,India,IND,IN,Asia/Pacific,28.65195,77.23149,11034555,False,3,New Delhi,0.788631,0.913136,0.124505,0.685,0.8358,0.00988,0.006323,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1273294
Split,Croatia,HRV,HR,Europe,43.50891,16.43915,149830,False,2,County of Split-Dalmatia,0.906827,0.913095,0.006269,0.889,0.9036,0.001868,0.001195,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,3190261
Doha,Qatar,QAT,QA,,25.28545,51.53096,344939,True,1,Baladiyat ad Dawhah,0.888802,0.913093,0.024291,0.886,0.9113,0.002802,0.001793,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,290030
Ar Rayyan,Qatar,QAT,QA,,25.29194,51.42444,272465,False,2,Baladiyat ar Rayyan,0.888116,0.912654,0.024538,0.886,0.9113,0.002116,0.001354,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,289888
Lusail,Qatar,QAT,QA,,25.4175,51.5075,198600,False,3,Al Daayen,0.887841,0.912478,0.024637,0.886,0.9113,0.001841,0.001178,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,13512674
Al Matar al 'Atiq,Qatar,QAT,QA,,25.25138,51.55569,76774,False,4,Baladiyat ad Dawhah,0.887302,0.912133,0.024831,0.886,0.9113,0.001302,0.000833,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,12242643
Al Mansurah,Qatar,QAT,QA,,25.26807,51.53219,65493,False,5,Baladiyat ad Dawhah,0.887092,0.911999,0.024907,0.886,0.9113,0.001092,0.000699,national_fallback_plus_bounded_urban_premium,modeled,modeled_city_estimate_not_official_undp_city_hdi,411759
New Delhi,India,IND,IN,Asia/Pacific,28.62137,77.2148,317797,True,1,New Delhi,0.786636,0.91186,0.125223,0.685,0.8358,0.007885,0.005047,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,1261481
Istanbul,Turkey,TUR,TR,Asia/Pacific,41.01384,28.94966,15701602,False,2,Istanbul,0.898177,0.911712,0.013535,0.853,0.8768,0.003612,0.002312,matched_subdivision_plus_bounded_urban_premium,higher,modeled_city_estimate_not_official_undp_city_hdi,745044
