Rank_Source,Subdivision,Country_Source,ISO3,Country,Continent_Source,National_HDI_Source,National_Rank_Source,Subdivision_HDI_2025_Source,Subdivision_Weight_2024,Subdivision_Weight_2050,Subdivision_Weight,Weight_Method,National_HDI_2025_Target,National_HDI_2050_Target,Subdivision_HDI_2025_Reconciled,Subdivision_HDI_2050_Projected,Subdivision_HDI_Change_2025_to_2050,Country_Subdivision_Count,Country_Source_Mean_HDI_2025,Country_Internal_Gap_Shrink_Factor,Population_2024,Population_2050,Subdivision_Population_2024_Est,Subdivision_Population_2050_Est,Subdivision_Population_Growth_2024_to_2050,Population_Weight_Confidence,DevelopmentMomentumTier,Trajectory
396,Severozapad,Czech Republic,CZE,Czechia,Europe,0.915,8.0,0.854,0.0914933211691843,0.0722789517519512,0.0722789517519512,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.915,0.918,0.861285,0.866389,0.005104,8,0.907715,0.85886,10735857,9825542,982259.2125274354,710179.8761547701,-0.276993,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
14,Hovedstaden,Denmark,DNK,Denmark,Europe,0.962,1.0,0.971,0.27026498719053454,0.3157076727881007,0.3157076727881007,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.962,0.9599,0.980218,0.973989,-0.006229,5,0.952782,0.86,5977417,6124830,1615486.5289374834,1933655.8255227427,0.19695,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
38,Midtjylland,Denmark,DNK,Denmark,Europe,0.962,2.0,0.959,0.2251984951845841,0.2361726207225476,0.2361726207225476,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.962,0.9599,0.968218,0.963669,-0.004549,5,0.952782,0.86,5977417,6124830,1346105.3134907512,1446517.1525800813,0.074594,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
74,Syddanmark,Denmark,DNK,Denmark,Europe,0.962,3.0,0.948,0.19052115557452245,0.18100000760662321,0.18100000760662321,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.962,0.9599,0.957218,0.954209,-0.003009,5,0.952782,0.86,5977417,6124830,1138824.3941907953,1108594.2765892742,-0.026545,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
107,Nordjylland,Denmark,DNK,Denmark,Europe,0.962,4.0,0.941,0.1712888251528447,0.15280802645383307,0.15280802645383307,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.962,0.9599,0.950218,0.948189,-0.002029,5,0.952782,0.86,5977417,6124830,1023864.7353786414,935923.1846652303,-0.085892,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
161,Sjaelland,Denmark,DNK,Denmark,Europe,0.962,5.0,0.929,0.14272653689751422,0.11431167242889535,0.11431167242889535,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.962,0.9599,0.938218,0.937869,-0.000349,5,0.952782,0.86,5977417,6124830,853136.0280023287,700139.5606426711,-0.179334,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
16,Utrecht,Netherlands,NLD,Netherlands,Europe,0.955,1.0,0.969,0.12081257065199907,0.14705056304758907,0.14705056304758907,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.975799,0.96998,-0.005818,12,0.948201,0.86,18228740,18958470,2202260.9391469215,2787853.688020826,0.265905,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
26,Noord-Holland,Netherlands,NLD,Netherlands,Europe,0.955,2.0,0.964,0.11115153506674498,0.12877954114355836,0.12877954114355836,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.970799,0.96568,-0.005118,12,0.948201,0.86,18228740,18958470,2026152.4333325769,2441463.0673839166,0.204975,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
53,Noord-Brabant,Netherlands,NLD,Netherlands,Europe,0.955,3.0,0.955,0.09566685041780142,0.10142177341838503,0.10142177341838503,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.961799,0.95794,-0.003858,12,0.948201,0.86,18228740,18958470,1743886.1428849935,1922801.64869925,0.102596,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
59,Zuid-Holland,Netherlands,NLD,Netherlands,Europe,0.955,4.0,0.954,0.09408538016983013,0.09876594796378005,0.09876594796378005,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.960799,0.95708,-0.003718,12,0.948201,0.86,18228740,18958470,1715057.9329169893,1872451.2614928852,0.091771,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
66,Groningen,Netherlands,NLD,Netherlands,Europe,0.955,5.0,0.951,0.08949610772941607,0.09120850671751893,0.09120850671751893,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.957799,0.9545,-0.003298,12,0.948201,0.86,18228740,18958470,1631401.278811516,1729173.738348881,0.059932,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
99,Gelderland,Netherlands,NLD,Netherlands,Europe,0.955,6.0,0.944,0.07963955474286454,0.07574737718866338,0.07574737718866338,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.950799,0.94848,-0.002318,12,0.948201,0.86,18228740,18958470,1451728.7371234444,1436054.3780099591,-0.010797,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
100,Limburg,Netherlands,NLD,Netherlands,Europe,0.955,7.0,0.944,0.07963955474286454,0.07574737718866338,0.07574737718866338,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.950799,0.94848,-0.002318,12,0.948201,0.86,18228740,18958470,1451728.7371234444,1436054.3780099591,-0.010797,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
102,Overijssel,Netherlands,NLD,Netherlands,Europe,0.955,8.0,0.942,0.07702827267283568,0.07183228345115261,0.07183228345115261,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.948799,0.94676,-0.002038,12,0.948201,0.86,18228740,18958470,1404128.3552022267,1361830.1908401733,-0.030124,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
145,Flevoland,Netherlands,NLD,Netherlands,Europe,0.955,9.0,0.933,0.06629735014733527,0.05657232128344518,0.05657232128344518,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.939799,0.93902,-0.000778,12,0.948201,0.86,18228740,18958470,1208517.1585247363,1072524.655882557,-0.112528,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
150,Friesland,Netherlands,NLD,Netherlands,Europe,0.955,10.0,0.931,0.06412354239201666,0.05364831323202962,0.05364831323202962,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.937799,0.9373,-0.000498,12,0.948201,0.86,18228740,18958470,1168891.3821430497,1017089.9369600366,-0.129868,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
158,Zeeland,Netherlands,NLD,Netherlands,Europe,0.955,11.0,0.93,0.06306351507801373,0.05224348120162836,0.05224348120162836,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.936799,0.93644,-0.000358,12,0.948201,0.86,18228740,18958470,1149568.419843192,990456.4710566353,-0.13841,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
170,Drenthe,Netherlands,NLD,Netherlands,Europe,0.955,12.0,0.926,0.05899576618827795,0.046982514163586106,0.046982514163586106,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.955,0.9536,0.932799,0.933,0.000202,12,0.948201,0.86,18228740,18958470,1075418.4829469097,890716.5852949222,-0.171749,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
17,Wellington,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,1.0,0.968,0.09939542108726002,0.12320516239156523,0.12320516239156523,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.971261,0.967526,-0.003734,15,0.934739,0.858746,5213942,5755279,518241.9606145507,709080.0838037651,0.368241,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
21,Auckland,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,2.0,0.967,0.09828281726989375,0.12100880352894323,0.12100880352894323,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.970261,0.966668,-0.003593,15,0.934739,0.858746,5213942,5755279,512440.9088418244,696439.4257652529,0.359063,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
109,Canterbury,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,3.0,0.941,0.07334479395498797,0.07580652054386947,0.07580652054386947,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.944261,0.94434,8e-05,15,0.934739,0.858746,5213942,5755279,382415.50168325787,436287.6757492005,0.140873,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
113,Taranaki,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,4.0,0.94,0.07252379338126314,0.0744551297416569,0.0744551297416569,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.943261,0.943481,0.000221,15,0.934739,0.858746,5213942,5755279,378134.85230988986,428510.04464443336,0.13322,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
127,Marlborough,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,5.0,0.937,0.07011552159747898,0.07054379329847874,0.07054379329847874,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.940261,0.940905,0.000645,15,0.934739,0.858746,5213942,5755279,365578.2629090028,405999.2121510754,0.110567,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
134,Otago,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,6.0,0.935,0.068554600965499,0.06805106585375188,0.06805106585375188,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.938261,0.939188,0.000927,15,0.934739,0.858746,5213942,5755279,357439.71326725575,391652.8702357153,0.095717,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
151,Waikato,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,7.0,0.931,0.06553623434477043,0.06332674668203667,0.06332674668203667,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.934261,0.935753,0.001492,15,0.934739,0.858746,5213942,5755279,341702.12477204105,364463.0953174453,0.066611,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
152,Tasman - Nelson,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,8.0,0.931,0.06553623434477043,0.06332674668203667,0.06332674668203667,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.934261,0.935753,0.001492,15,0.934739,0.858746,5213942,5755279,341702.12477204105,364463.0953174453,0.066611,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
159,Bay of Plenty,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,9.0,0.93,0.06480264054628157,0.06219783082643259,0.06219783082643259,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.933261,0.934894,0.001633,15,0.934739,0.858746,5213942,5755279,337877.2092551604,357965.8696009201,0.059456,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
164,Southland,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,10.0,0.928,0.06335999594590094,0.060000015360973775,0.060000015360973775,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.931261,0.933177,0.001916,15,0.934739,0.858746,5213942,5755279,330355.34398216265,345316.8284066898,0.045289,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
193,Hawkes Bay,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,11.0,0.92,0.057903510365130764,0.051958410024085896,0.051958410024085896,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.923261,0.926307,0.003046,15,0.934739,0.858746,5213942,5755279,301905.5446401906,299035.1460850111,-0.009508,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
200,West Coast,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,12.0,0.918,0.056614455075606245,0.05012241356578084,0.05012241356578084,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.921261,0.924589,0.003328,15,0.934739,0.858746,5213942,5755279,295184.4851258166,288468.4742244536,-0.022752,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
221,Manawatu-Wanganui,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,13.0,0.914,0.05412179697470145,0.04664275786354172,0.04664275786354172,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.917261,0.921154,0.003893,15,0.934739,0.858746,5213942,5755279,282187.91036186885,268442.0848341265,-0.048712,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
265,Northland,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,14.0,0.899,0.045713081076517025,0.035612719761603,0.035612719761603,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.902261,0.908273,0.006012,15,0.934739,0.858746,5213942,5755279,238345.35337425733,204961.13817683872,-0.140067,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
276,Gisborne,New Zealand,NZL,New Zealand,Asia/Pacific,0.938,15.0,0.896,0.04419510306993831,0.03374188387524338,0.03374188387524338,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.938,0.9413,0.899261,0.905697,0.006436,15,0.934739,0.858746,5213942,5755279,230430.7040906803,194193.95568762685,-0.157257,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
18,Osrednjeslovenska,Slovenia,SVN,Slovenia,Europe,0.931,1.0,0.968,0.13303042696961812,0.17393176745182434,0.17393176745182434,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.987197,0.975622,-0.011574,12,0.911803,0.86,2118692,1981554,281850.50137711415,344655.1895212323,0.22283,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
148,Obalno-kraska,Slovenia,SVN,Slovenia,Europe,0.931,2.0,0.932,0.10020842859677956,0.10985827724866015,0.10985827724866015,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.951197,0.944662,-0.006534,12,0.911803,0.86,2118692,1981554,212310.79600056808,217690.1087151915,0.025337,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
178,Gorenjska,Slovenia,SVN,Slovenia,Europe,0.931,3.0,0.924,0.0940936971782106,0.09907425890982004,0.09907425890982004,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.943197,0.937782,-0.005414,12,0.911803,0.86,2118692,1981554,199355.56346189737,196320.99403978954,-0.015222,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
214,Goriska,Slovenia,SVN,Slovenia,Europe,0.931,4.0,0.916,0.08835208747050775,0.0893488321896088,0.0893488321896088,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.935197,0.930902,-0.004294,12,0.911803,0.86,2118692,1981554,187190.860907065,177049.53582064807,-0.054176,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
238,Jugovzhodna Slovenija,Slovenia,SVN,Slovenia,Europe,0.931,5.0,0.909,0.0836163221489542,0.08162551279381272,0.08162551279381272,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.928197,0.924882,-0.003314,12,0.911803,0.86,2118692,1981554,177157.23280641207,161745.36137863077,-0.086995,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
243,Savinjska,Slovenia,SVN,Slovenia,Europe,0.931,6.0,0.907,0.08231047949261037,0.07954409309332626,0.07954409309332626,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.926197,0.923162,-0.003034,12,0.911803,0.86,2118692,1981554,174390.55441715766,157620.915845453,-0.096161,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
254,Podravska,Slovenia,SVN,Slovenia,Europe,0.931,7.0,0.902,0.07913439885675073,0.07456979767473394,0.07456979767473394,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.921197,0.918862,-0.002334,12,0.911803,0.86,2118692,1981554,167661.41778260694,147764.08086155975,-0.118676,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
271,Koroska,Slovenia,SVN,Slovenia,Europe,0.931,8.0,0.897,0.07608087233875876,0.06990657016765073,0.06990657016765073,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.916197,0.914562,-0.001634,12,0.911803,0.86,2118692,1981554,161191.93557714947,138523.64374198898,-0.140629,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
287,Posavska,Slovenia,SVN,Slovenia,Europe,0.931,9.0,0.893,0.07372310604922484,0.0663868433736438,0.0663868433736438,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.912197,0.911122,-0.001074,12,0.911803,0.86,2118692,1981554,156196.55500164427,131549.11503441737,-0.157798,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
292,Primorsko-notranjska,Slovenia,SVN,Slovenia,Europe,0.931,10.0,0.892,0.07314517099326806,0.06553495791849903,0.06553495791849903,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.911197,0.910262,-0.000934,12,0.911803,0.86,2118692,1981554,154972.0886220691,129861.05800323343,-0.162036,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
346,Pomurska,Slovenia,SVN,Slovenia,Europe,0.931,11.0,0.872,0.062492279043886385,0.05061662047243303,0.05061662047243303,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.891197,0.893062,0.001866,12,0.911803,0.86,2118692,1981554,132401.89167204974,100299.56676363156,-0.242461,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
400,Zasavska,Slovenia,SVN,Slovenia,Europe,0.931,12.0,0.853,0.053812730861430624,0.03960246870598723,0.03960246870598723,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.931,0.931,0.872197,0.876722,0.004526,12,0.911803,0.86,2118692,1981554,114012.60237426618,78474.43027422382,-0.311704,modeled_proxy_not_official_subdivision_projection,emerging_mover,moderate
19,Helsinki-Uusimaa,Finland,FIN,Finland,Europe,0.948,1.0,0.967,0.2968019330976587,0.3679609525898023,0.3679609525898023,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.948,0.9449,0.966975,0.959478,-0.007498,5,0.948025,0.86,5617311,5351645,1667228.763610742,1969196.3921224526,0.181119,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
89,Aland,Finland,FIN,Finland,Europe,0.948,2.0,0.945,0.19406177906070654,0.18495038746328415,0.18495038746328415,modeled_population_proxy_population_first_evolved_to_2050_then_hdi_reconciled,0.948,0.9449,0.944975,0.940558,-0.004418,5,0.948025,0.86,5617311,5351645,1090105.3661972766,989788.8163159473,-0.092025,modeled_proxy_not_official_subdivision_projection,emerging_mover,slow_growth
